Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
6473,0.248,0.143,94.436,0.046,0.823,0.0,4,0.452,6,163687,0.2134764637,0.488,0,audio_features,7sD8XcvDat0Xd2zoZUOYWU,Sad,Que não te falte amor,Lil Chainz,Que não te falte amor
6474,0.265,0.0949,90.955,0.0514,0.921,4.71e-05,4,0.61,9,171010,0.1665712328,0.152,0,audio_features,5N7gGcjj3gY4WwT9AydgnQ,Sad,Te Trago pra Perto de Mim,Konai,Te Trago pra Perto de Mim
6475,0.211,0.269,95.878,0.236,0.605,0.0,4,0.798,9,192993,0.1408315632,0.652,0,audio_features,3kzn7CAkZFXitb1dCA9NaO,Sad,Flow Deus,MC Igu,Flow Corey Taylor
6476,0.495,0.117,176.101,0.0354,0.19,0.0671,4,0.476,2,203404,0.3742398238,0.244,1,audio_features,6q2hpQcqqDkq6vN2sFAIGn,Sad,"Início, Meio e Fim",Ken Dantas,"Início, Meio e Fim"
6477,0.561,0.43,99.881,0.12,0.288,2.18e-05,4,0.511,10,168038,0.3374815227,0.203,0,audio_features,6EOfBDFfwfWObkx5bcEZd8,Sad,Seu Amor Morreu,Sadstation,Seu Amor Morreu
6478,0.27,0.145,78.879,0.0399,0.731,3.33e-06,4,0.353,9,179190,0.2246466776,0.135,0,audio_features,7Kx6rrdGthJelPcgsmUWM9,Sad,Te Vi no Baile,Sadstation,Te Vi no Baile
6479,0.183,0.0927,165.789,0.163,0.834,4.18e-06,4,0.546,5,146457,0.04606276461,0.242,1,audio_features,3RkTmbR7D01mq46FNp1mI0,Sad,Ainda Lembro,Sadstation,Ainda Lembro
6480,0.435,0.362,90.07,0.154,0.579,0.0,4,0.717,1,133667,0.1601585027,0.716,1,audio_features,6lzTQWg7ogZqrjN702JeIs,Sad,Odeio Gostar de Alguém,Naka mrl,Odeio Gostar de Alguém
6481,0.466,0.112,121.927,0.0461,0.428,8.36e-05,4,0.684,10,167955,0.4162459299,0.127,1,audio_features,458r7FbHGJOJNMyl4oMBSS,Sad,Não Precisa Ficar,Geovanna Jainy,Não Precisa Ficar
6482,0.316,0.129,69.04,0.0577,0.789,1.68e-06,4,0.534,9,170898,0.4261377417,0.579,1,audio_features,6ZquuCapUT5vx2TKaSuRvF,Sad,Casal de Filme,Luis Fortes,Casal de Filme
6483,0.268,0.109,110.013,0.033,0.912,0.0,4,0.61,10,114875,0.1759138364,0.35,0,audio_features,78lxkXxRgQ39mWlS56iuGN,Sad,Anjos e Demônios,Magyn,Anjos e Demônios
6484,0.26,0.11,104.971,0.059,0.772,0.000379,4,0.749,11,148589,0.1187818267,0.15,1,audio_features,5y3kHFelLlPIWvhw9bTqCl,Sad,Avião De Papel,Nanasai,Avião De Papel
6485,0.261,0.12,134.121,0.0512,0.789,0.0,4,0.762,1,178218,0.2844788607,0.564,0,audio_features,0vAa3jsBGC9u2orV5rJjxG,Sad,Por Nós Dois,Hiosaki,Por Nós Dois
6486,0.214,0.0936,87.019,0.153,0.832,0.0,4,0.787,0,154471,0.1507474589,0.577,1,audio_features,6CxVJfI9RzzydEMqFGV5ho,Sad,Polaroid,Nanasai,Jóias Do Infinito
6487,0.357,0.108,120.159,0.0452,0.889,0.0,4,0.693,8,130000,0.1756103061,0.284,0,audio_features,4rTR3utj3ZCRNozrF1ZdPw,Sad,kyoto,Magyn,kyoto
6488,0.0488,0.0955,101.001,0.0592,0.875,0.0,4,0.807,8,128323,0.08190303589,0.673,1,audio_features,7lWPgB93mBbRYAQvK3HJ1Q,Sad,Sem Você do Lado,Ana Olic,Sem Você do Lado
6489,0.274,0.108,110.757,0.0573,0.606,0.000733,4,0.499,10,175000,0.1311444753,0.102,1,audio_features,10IhhMK2kwyTHIlAZD8rMw,Sad,A Música Mais Triste do Ano - Single,Luiz Lins,A Música Mais Triste do Ano
6490,0.271,0.0873,56.526,0.0497,0.698,3.85e-06,4,0.573,11,189027,0.2257615614,0.188,0,audio_features,11lbo1MtE3RqvxtWGypQeh,Sad,Camisa,"Eu, Trovador",Camisa
6491,0.562,0.0749,114.502,0.299,0.654,0.115,4,0.466,11,182853,0.248570737,0.575,0,audio_features,0V80Clj71ZonPOvkRoePpg,Sad,Eu Não Sei Sorrir,E4GL3,Eu Não Sei Sorrir
6492,0.294,0.102,159.492,0.108,0.874,0.0,4,0.563,5,247117,0.1461503972,0.346,1,audio_features,2P8t3nvogPXseCmaqPLcs3,Sad,Falsos Sorrisos,Sadstation,Falsos Sorrisos
6493,0.324,0.299,95.914,0.0272,0.93,0.000375,4,0.558,8,213925,0.27472615,0.36,0,audio_features,1hlUTEzQbfC4BTE61aKEBX,Sad,Tuono Sobre Amores,Tuono,É difícil aceitar
6494,0.409,0.209,119.859,0.0968,0.767,0.011,4,0.609,7,207888,0.1832525388,0.332,0,audio_features,12abvMaiTW6atL7AFOeCB9,Sad,Sturm Und Drang,Hillier,Nunca Mais
6495,0.362,0.11,129.744,0.0405,0.853,2.42e-06,5,0.456,4,172710,0.4042499734,0.315,0,audio_features,5V2OGxhs5J4Kl2Z1NvhC4n,Sad,Pico de Adrenalina,Konai,Pico de Adrenalina
6496,0.231,0.237,89.891,0.0343,0.89,9.05e-05,4,0.573,7,87855,0.1888426125,0.829,0,audio_features,0uiMjiwxT2PLpoFNPJOYjF,Sad,Asas para voar,Magyn,Asas para voar
6497,0.283,0.104,80.022,0.0706,0.15,0.0,4,0.527,7,157205,0.1941779894,0.17,1,audio_features,5jLK8mmjjA8By03E4XFfcJ,Sad,Preciso de Você Aqui,Gssis,Preciso de Você Aqui
6498,0.348,0.205,108.618,0.055,0.488,1.16e-06,4,0.577,6,168056,0.2183232562,0.279,1,audio_features,1mYSe1TMhAxTCIEmaWow5b,Sad,Sonhos&Pesadelos,Lucas Muto,Saudade De Nós 2
6499,0.371,0.114,79.026,0.0343,0.902,1.61e-05,4,0.452,9,172033,0.2309404459,0.0641,0,audio_features,1980V5k4uyAV28dLybCE7M,Sad,Tudo se vai,Magyn,Tudo se vai
6500,0.315,0.102,145.507,0.191,0.944,0.000298,5,0.484,2,274413,0.1896705921,0.159,0,audio_features,6W1QsBlOYq1eAGQOPoKMDk,Sad,Escrevi Isso pra Vc,MrAlls,Escrevi Isso pra Vc
6501,0.305,0.11,87.988,0.0578,0.635,0.000183,4,0.634,11,177659,0.2725837739,0.11,1,audio_features,22zKtsHF9i9F2J2dXoPTJ3,Sad,A Culpa É das Estrelas,MrAlls,A Culpa É das Estrelas
6502,0.324,0.104,199.788,0.0887,0.516,2.45e-06,4,0.375,0,225606,0.2224333998,0.207,1,audio_features,73gzX8865CSNYGEosGyUfV,Sad,Meu Coração Está Morrendo,Hiosaki,Meu Coração Está Morrendo
6503,0.419,0.112,175.984,0.0453,0.856,0.00796,4,0.596,3,185275,0.3534679165,0.468,0,audio_features,5KZEse6pvP3dF7dkvn0aKe,Sad,Espera o Sol Chegar,Magyn,Espera o Sol Chegar
6504,0.0366,0.121,89.643,0.0382,0.755,0.88,3,0.149,1,180590,0.07681570132,0.121,1,audio_features,0v7PpG98TDickF5DL15Dj5,Sleepy,Wax Figures,Infinity Ripple,Torn Apart
6505,0.00272,0.116,68.22,0.041,0.987,0.879,4,0.201,10,152000,0.01744014133,0.0992,1,audio_features,2qHGPanT2ux9hwZDbmPr8t,Sleepy,Éjszakai,Vas Bela,Éjszakai
6506,0.00988,0.0974,69.683,0.0435,0.977,0.754,3,0.204,7,161500,0.02053761461,0.0746,1,audio_features,6CtgSHDxivSLqi4vjYCUs8,Sleepy,Continuation,Yonatan Awate,Continuation
6507,0.0646,0.0928,120.104,0.0396,0.962,0.961,4,0.24,4,256125,0.07177116569,0.0371,1,audio_features,3SDO8hL0wQ3Dxr6NN1CUbH,Sleepy,W.E.,Asa Bjorg,W.E.
6508,0.0152,0.0574,70.955,0.0494,0.991,0.911,4,0.136,7,173500,0.02720507954,0.0376,1,audio_features,5ptMWCoMxUP5phRKZ5MyBx,Sleepy,Lunaria,Francesca Caroléo,Celandine
6509,0.00449,0.0705,73.356,0.0375,0.994,0.852,4,0.232,1,153500,0.01842892489,0.0988,0,audio_features,72mDETn3Ba8yVewAcqnlqQ,Sleepy,Lyrebird,Keira Conlon,Lyrebird
6510,0.00595,0.0901,171.571,0.0489,0.917,0.927,4,0.0869,8,207750,0.02348280653,0.0687,1,audio_features,73i52XKTluKF3oCko4feAu,Sleepy,Abandoned Lights,Everything Will Rust,Abandoned Lights
6511,0.0163,0.0903,131.607,0.0402,0.953,0.95,4,0.34,4,185250,0.04226686143,0.136,1,audio_features,2yZ0oy5TdfoynH4RmAsF1o,Sleepy,Finding Home,Lost Wings,Finding Home
6512,0.0131,0.0864,64.27,0.0405,0.976,0.958,4,0.225,5,208889,0.03509134384,0.0762,0,audio_features,5ca7B7Qi2gpzPELK9lBab0,Sleepy,Finding Calmness,Naturally Recurring,Finding Calmness
6513,0.00463,0.102,57.212,0.0403,0.99,0.915,4,0.0693,10,253243,0.01383884994,0.0371,0,audio_features,24IaFnEXk9WWXYubveHCR3,Sleepy,World of Wonders,Atmos 11,Sideshift
6514,0.0165,0.128,71.044,0.0409,0.992,0.921,3,0.371,11,105025,0.04129524052,0.149,1,audio_features,3vU8mciK9Ec13Kg9AtbQEu,Sleepy,Maroon Lake,Reversible,Maroon Lake
6515,0.00613,0.095,90.648,0.0319,0.987,0.909,4,0.312,1,184000,0.0413428108,0.111,1,audio_features,1DzIfBEPXivn7orD1D7eiO,Sleepy,Spots,Mila Duran,Spots
6516,0.102,0.0868,110.995,0.0361,0.99,0.904,3,0.421,7,175093,0.05012449383,0.3,0,audio_features,2HZvqPIKMNyKyP53u9JZ5O,Sleepy,Omkuld,Jacob David,Judith
6517,0.00329,0.114,58.54,0.0499,0.977,0.816,4,0.185,2,180750,0.0239772847,0.071,1,audio_features,7zCXE5rdGmk2YzsSWuhO8I,Sleepy,Phosphenes,Koby Laver,Phosphenes
6518,0.0086,0.113,71.76,0.0402,0.993,0.773,3,0.195,8,232750,0.02034463956,0.0716,1,audio_features,3i066yEKcUByD71IIhr8f5,Sleepy,Dromen over jou,Niel Hupkes,Dromen over jou
6519,0.00588,0.118,69.468,0.0391,0.99,0.829,4,0.203,5,187250,0.01849268619,0.0418,1,audio_features,3CkHOquzU3g6ekoYiuo5Fo,Sleepy,No me despiertes,Artura Ponce Valles,No me despiertes
6520,0.00124,0.0959,69.482,0.0384,0.995,0.94,3,0.306,2,205000,0.01728621857,0.165,1,audio_features,6LQcnAe3uf9lfQ4YhPSHQW,Sleepy,Mi Manchi Tu,Donna Vellema,Mi Manchi Tu
6521,0.00249,0.11,67.725,0.0351,0.994,0.946,3,0.324,0,237861,0.01939322338,0.0362,1,audio_features,7zoNjIq4DZadcFOxwKvrlC,Sleepy,Parts Unknown,Night Poets,Parts Unknown
6522,0.00531,0.122,60.849,0.0383,0.995,0.882,4,0.162,7,193500,0.01896050935,0.0733,0,audio_features,62RkIz0nURCnDM5qvdWXbh,Sleepy,Suis moi,Nuit Pluie,Suis moi
6523,0.0319,0.0891,120.041,0.0463,0.986,0.946,3,0.623,0,140689,0.0992087551,0.202,1,audio_features,4rOMU6MPCkqxuUovno9FVL,Sleepy,Moving,Ron Dahlgreen,Moving
6524,0.0989,0.0799,152.84,0.0326,0.991,0.805,4,0.374,9,185390,0.03811974616,0.342,1,audio_features,7uvey8m0ZfknE25sBVWoGY,Sleepy,Fragment,Ever So Blue,Cessura
6525,0.00759,0.113,70.872,0.0454,0.974,0.925,4,0.175,7,133500,0.01763599634,0.0838,1,audio_features,6RuFOroO9VO0aMGEzirLHk,Sleepy,Med slutna ögon,Najma Wallin,Med slutna ögon
6526,0.0563,0.104,70.185,0.0435,0.993,0.923,5,0.393,8,112440,0.06406192726,0.345,0,audio_features,5399qRI8W27gFhEdl0WYST,Sleepy,Pachm,Aenor,Pachm
6527,0.0244,0.0881,64.747,0.0391,0.979,0.864,4,0.176,2,203500,0.02341801069,0.0932,1,audio_features,64zhFuKM4TwZ0dcKogeKAN,Sleepy,Rêvasseur,Charmaine D'Avis,Rêvasseur
6528,0.00401,0.0902,69.356,0.0367,0.993,0.925,3,0.334,0,135926,0.05503006173,0.124,1,audio_features,63yPgrn1bfyb12gWzUhRvg,Sleepy,Wistful,Benette,Wistful
6529,0.00935,0.108,98.708,0.0369,0.991,0.914,4,0.227,0,185188,0.03613682562,0.125,1,audio_features,5crvLtcVtQ0OYW3QtGpWcG,Sleepy,Living Memories,Leon White,White Light
6530,0.00765,0.0843,107.951,0.048,0.995,0.937,3,0.654,2,174444,0.02466323267,0.194,1,audio_features,6LmFMurSx0pVsZCuHolQ1r,Sleepy,Piano and My Heart,Pierre Delongpre,Sincerity
6531,0.0168,0.111,63.238,0.0379,0.969,0.939,4,0.419,0,175083,0.04743511961,0.278,0,audio_features,45HRj3YdVgAOLbkSRiJ4l3,Sleepy,Floriscope,Floriscope,Floriscope
6532,0.0276,0.0912,140.742,0.0334,0.968,0.94,3,0.161,5,187750,0.0300503822,0.121,1,audio_features,6T2od6U05UjZFPqwh00kKw,Sleepy,Remember Me,Evie Belcher,Remember Me
6533,0.00531,0.081,56.895,0.0286,0.987,0.844,5,0.192,10,162667,0.02298793709,0.0361,1,audio_features,1N04HuVRqVu0uV2I6LSYqt,Sleepy,Hugsanir,Elvar Arngrimsson,Hugsanir
6534,0.00512,0.0954,67.818,0.038,0.993,0.851,4,0.133,9,151750,0.02163963843,0.0495,1,audio_features,0kKOC50fPTnqmrYvtJInsT,Sleepy,Nepenthe,Clyde Boudreaux,Nepenthe
6535,0.0168,0.102,94.135,0.0462,0.992,0.958,4,0.483,3,212000,0.0427612114,0.108,1,audio_features,6gDt7eZjJNIkzLj9jVEBZo,Sleepy,First Sunrise,Haru Kitamura,First Sunrise
6536,0.0157,0.0849,62.324,0.0515,0.995,0.963,4,0.447,5,130000,0.04568777412,0.296,1,audio_features,2gmGcjot26s6GfcYT2dzcI,Sleepy,Tenderly,Miso Miso,Tenderly
6537,0.0123,0.0949,113.303,0.0402,0.991,0.92,4,0.257,9,190500,0.01962230401,0.0687,1,audio_features,7rvlOw2fPjxbcZSNKifEHq,Sleepy,Vuggevise,Minik Knudsen,Vuggevise
6538,0.00357,0.114,79.993,0.036,0.966,0.92,4,0.119,4,144181,0.02657357592,0.164,0,audio_features,4ULNG1akkcpMrHrjIUXsfZ,Sleepy,Cycles,Jamie Troy,Cycles
6539,0.00703,0.106,78.006,0.0872,0.993,0.978,3,0.733,2,164676,0.05251096507,0.29,0,audio_features,2DTi3hxKgiIJE1M9zwWvQB,Sleepy,Truth Seeker,Jonathan Coffey,No Struggle - No Progress
6540,0.00676,0.0985,70.382,0.0358,0.991,0.816,4,0.174,9,169000,0.01717908387,0.0595,1,audio_features,7fpv4K07BD9tUC852Mw5Lz,Sleepy,Nefoedd,Chieloka,Nefoedd
6541,0.00221,0.103,66.395,0.0736,0.995,0.97,4,0.529,6,187382,0.03571905825,0.387,0,audio_features,0hfmBHOwBmy9Hmi2vd9eku,Sleepy,Forêt Profonde,Ricard Paul,Forêt Profonde
6542,0.0369,0.101,71.997,0.0369,0.99,0.896,4,0.378,3,178974,0.05093895133,0.12,0,audio_features,0eQZinXiAeZ75SRcJwuweI,Sleepy,Montauk,Martin Lindgaarden,Montauk
6543,0.00472,0.107,68.737,0.0381,0.994,0.878,4,0.258,7,219000,0.02483419003,0.0484,0,audio_features,1VrMJNhio7bw2kjbQkY8dC,Sleepy,Temet Nosce,Nikolaj Geisler,Temet Nosce
6544,0.0251,0.0902,116.364,0.056,0.996,0.945,3,0.622,2,136000,0.05683946742,0.363,1,audio_features,6sSFbKl9oQ7ToYxBeTQZvw,Sleepy,Fragment,Ever So Blue,At Dawn
6545,0.00652,0.105,132.082,0.137,0.996,0.972,3,0.663,7,130268,0.06951043398,0.708,1,audio_features,0EyMOXlxP0iH4I9SOAjKtS,Sleepy,Mass,Zwera,Mass
6546,0.0163,0.11,70.247,0.0488,0.991,0.838,4,0.0939,2,226500,0.01951866004,0.0398,0,audio_features,1mBe4d92QRRMqN1FQ2cvup,Sleepy,Diligence,Jiao Ch'ien,Diligence
6547,0.00644,0.102,98.529,0.0368,0.995,0.923,1,0.33,5,142750,0.02418800223,0.125,1,audio_features,6mDFYF6gUf6GbpP7eAPXWW,Sleepy,Green Leaves,Brooklyn Smith,Green Leaves
6548,0.00713,0.0995,69.326,0.062,0.995,0.924,4,0.321,7,118583,0.03439141145,0.285,1,audio_features,6aiLNtvcneNec2IYeyXXk3,Sleepy,The World Is Turning,Kylian Rebour,The World is Turning
6549,0.0353,0.0982,79.223,0.0463,0.995,0.96,1,0.42,10,131750,0.04232529561,0.237,1,audio_features,3C4ZKKPtMbexPnb09lPB6n,Sleepy,Tanken för oss vidare,Melvin Norberg,Tanken för oss vidare
6550,0.0143,0.0921,173.026,0.039,0.987,0.869,5,0.184,0,126750,0.02591492761,0.138,1,audio_features,041EqVueOI4pszWGJfKerh,Sleepy,City Lights,Oliver Évilo,City Lights
6551,0.0317,0.108,65.872,0.0932,0.995,0.932,4,0.496,3,99500,0.03902114421,0.347,1,audio_features,1TFOmWCZQoDB8HNa0f6guN,Sleepy,Apple,Phabels,Apple
6552,0.0326,0.126,115.697,0.0514,0.989,0.886,3,0.454,0,202493,0.0532966608,0.456,1,audio_features,4UIRvHGednKbGc4aLmy9zC,Sleepy,Moon Dust,Lou D'Audrey,Moon Dust
6553,0.0106,0.0934,67.363,0.0387,0.98,0.842,4,0.211,7,224000,0.02856274877,0.0394,0,audio_features,6pQlRxPMSILxVr7vz3JmGC,Sleepy,Buonanotte e sogni d’oro,Artemio Li Fonti,Buonanotte e sogni d’oro
6554,0.0053,0.126,71.479,0.0386,0.995,0.812,1,0.238,9,191625,0.01811131566,0.0449,1,audio_features,2gixQXOUSRnv7yBuplbgAK,Sleepy,Let Go,Chama Wijnen,Let Go
6555,0.002,0.118,60.083,0.0358,0.988,0.911,4,0.354,7,176946,0.01119437883,0.097,0,audio_features,52tcU3qihtTISeQJz1JFfl,Sleepy,Waiting For The Moment,Ronald Sims,Finally In Peace
6556,0.00495,0.146,70.405,0.0385,0.995,0.892,5,0.24,7,161000,0.02035401077,0.0962,1,audio_features,4wwtlq6dqi0ztt989n4yiQ,Sleepy,Et øyeblikk,Tine Mydland,Et øyeblikk
6557,0.018,0.119,68.249,0.0357,0.977,0.863,4,0.12,2,191000,0.02856603737,0.0924,0,audio_features,5CC8QT7TuttcXXSlj5cx2T,Sleepy,cognizant,Lori Dulac,cognizant
6558,0.00512,0.104,72.171,0.0403,0.992,0.918,3,0.118,0,256250,0.02007012143,0.0531,0,audio_features,7B6FkUfnsl2fZZOv2c5Sxo,Sleepy,Yours & Mine,Elsa Greeve,Yours & Mine
6559,0.0284,0.0965,68.101,0.0421,0.994,0.875,4,0.169,1,127892,0.03485378918,0.227,1,audio_features,3txAMdbJitTk5qSlkEV7vr,Sleepy,Aura,Novo Talos,Aura
6560,0.00388,0.0916,81.783,0.0366,0.995,0.838,4,0.277,4,148500,0.01911613109,0.141,1,audio_features,5SgyX0YU9qfwWyaHKtYU5T,Sleepy,Kołysanka,Idzi Kowalczyk,Kołysanka
6561,0.0675,0.108,104.883,0.054,0.994,0.922,1,0.4,0,137028,0.03230353127,0.198,1,audio_features,552pZqHBTVj3hXRwiblvwB,Sleepy,A Promise,Matti Paalanen,A Promise
6562,0.00844,0.108,131.543,0.0801,0.996,0.959,5,0.625,0,122705,0.06439468158,0.571,0,audio_features,1rAv3gMViglWehdm1baqcF,Sleepy,Intermezzo,Levi Stills,Intermezzo
6563,0.0161,0.101,132.204,0.0554,0.995,0.948,3,0.539,5,262500,0.05387657757,0.279,1,audio_features,6HU8RJ5MZriieijOtxJc8g,Sleepy,Tenderly,Miso Miso,Tired Eyes
6564,0.013,0.112,132.125,0.083,0.98,0.931,3,0.572,3,198298,0.07307183271,0.181,1,audio_features,02aWFfloZhQ0QXTRpG1D3n,Sleepy,The Ember,Albie Monroy,Trail of Light
6565,0.009,0.101,69.615,0.0456,0.995,0.952,4,0.316,0,192905,0.02136485748,0.221,1,audio_features,1503ZyojOUoKbVYKtepu8J,Sleepy,Softest Touch,Eamonn Watt,Softest Touch
6566,0.00498,0.0998,68.164,0.0446,0.996,0.881,4,0.27,6,184750,0.02717690523,0.0397,0,audio_features,5AxvzeL1YzvGbamP84pSBp,Sleepy,Sommeil de plomb,Delit Quirion,Sommeil de plomb
6567,0.0196,0.0964,71.694,0.0446,0.994,0.93,4,0.56,0,118404,0.05595643015,0.287,1,audio_features,6A72j6HPfF8Y52nPK6BXRk,Sleepy,Slumber,Richard Ramsey,Slumber
6568,0.00826,0.0904,72.312,0.0369,0.993,0.902,3,0.173,7,169000,0.02496605943,0.115,1,audio_features,4P7LF3ktiDORMF1coYTf66,Sleepy,Trust the Universe,Chama Wijnen,Trust the Universe
6569,0.0118,0.105,133.926,0.0596,0.996,0.956,4,0.42,6,209409,0.03190803061,0.279,1,audio_features,1uwgFTlhVezGm03UgDZ6jX,Sleepy,Soft Waves and Relaxing Piano,Vilhelm Brandt,Soft Waves and Relaxing Piano 2
6570,0.00867,0.111,67.162,0.0633,0.994,0.939,4,0.36,8,164719,0.0124122353,0.253,1,audio_features,2i84Ikz9GSlL02qdOQWf8e,Sleepy,Nightfall,Eamonn Watt,Nightfall
6571,0.00891,0.111,69.79,0.0518,0.986,0.934,4,0.326,0,130192,0.06235194423,0.299,1,audio_features,6RMjZgsE9IcQZqubTzLtDs,Sleepy,It Ends with Us,Steve Mokwebe,It Ends with Us
6572,0.00232,0.0797,60.034,0.0372,0.993,0.912,4,0.43,0,210250,0.0159184215,0.175,1,audio_features,7icyhkf1FTZ5WA7tsX1od2,Sleepy,Waiting For The Moment,Ronald Sims,Slowly Getting Closer
6573,0.0735,0.159,132.722,0.0687,0.996,0.963,4,0.41,10,139500,0.03157548282,0.252,1,audio_features,1qfYCqVpMcuYLhyThCR7k6,Sleepy,A Gift To Share,Joni Bernier,A Gift To Share
6574,0.0569,0.0965,75.947,0.0328,0.983,0.868,4,0.484,1,175355,0.03945481397,0.103,1,audio_features,1jb2tLUKTYvgMmwixWgNhz,Sleepy,The Inner Landscape,René Sturgess,The Inner Landscape
6575,0.00269,0.0959,136.87,0.0887,0.996,0.958,3,0.561,1,130542,0.04828919882,0.509,1,audio_features,7wd5Xpj9J0ekJY2htpCsv9,Sleepy,Sentiment,Sufi Sheman,Sentiment
6576,0.013,0.121,94.774,0.0304,0.992,0.903,4,0.322,5,134750,0.01290179093,0.385,0,audio_features,20HLsGrcplLPlCY4ubmVSF,Sleepy,City Lights,Oliver Évilo,Empty Streets
6577,0.0743,0.103,108.93,0.0532,0.993,0.91,3,0.458,6,230125,0.06205117361,0.232,0,audio_features,346d2tSxhrRUpL4bp4xn2b,Sleepy,Screws,Nils Frahm,Re
6578,0.025,0.101,102.597,0.0366,0.891,0.91,4,0.453,10,132986,0.06215126893,0.0481,1,audio_features,6oZxwQpbBIrod2ssabdrbC,Sleepy,Passing Clouds,Richard Ramsey,Passing Clouds
6579,0.0039,0.108,71.902,0.0581,0.989,0.952,4,0.402,9,133524,0.0581165734,0.182,0,audio_features,1npS27jD8Fm6QpNHmtH5Pq,Sleepy,Noches rojas,Luna Meguise,Noches rojas
6580,0.00559,0.105,74.67,0.126,0.996,0.968,4,0.46,0,130098,0.02261257394,0.35,1,audio_features,0g9YBXqgJJ7eRhlTxZyLj0,Sleepy,Pulses,Joan Sterling,Pulses
6581,0.026,0.111,79.756,0.0888,0.995,0.969,3,0.698,0,146447,0.05450043893,0.326,1,audio_features,3NywRjjYjyrTjCvV1CcPjD,Sleepy,Distance,Charles Bolt,Distance
6582,0.00169,0.139,64.118,0.0425,0.994,0.912,4,0.217,0,245750,0.01967659741,0.0599,1,audio_features,4FE9jhuatcOZZYoHdBDN8T,Sleepy,Crépuscule,Matilda Charpie,Crépuscule
6583,0.00899,0.0911,74.537,0.0396,0.994,0.91,3,0.406,9,206250,0.02165209879,0.105,1,audio_features,0Ct6WKA4XqXRFdFn2BFkxD,Sleepy,Farley,Evie Belcher,Farley
6584,0.00463,0.0972,126.978,0.0467,0.992,0.942,4,0.38,2,131750,0.02512754156,0.238,0,audio_features,6CpQnALvep6fYnL0BKNsOy,Sleepy,Moment of Silence,Oliver Évilo,Fragments
6585,0.0234,0.111,67.77,0.108,0.992,0.958,3,0.595,8,102048,0.1002420639,0.139,1,audio_features,6jRABFqmpuAkcNCfg6D2bG,Sleepy,Dysphemism,Ludvig Hall,Dysphemism
6586,0.0611,0.111,93.118,0.0342,0.954,0.908,3,0.173,11,178927,0.05213747565,0.0389,0,audio_features,4p7LooYAQniOpcNLunFnF3,Sleepy,Breath of Life,Gavin Luke,Gone
6587,0.014,0.0963,64.188,0.0516,0.994,0.956,4,0.376,9,238589,0.03127519311,0.0917,0,audio_features,3AZJgN2201Etx46AlOsCYu,Sleepy,Airbourne,Eric Badanti,Airbourne
6588,0.00666,0.103,118.344,0.0383,0.994,0.937,4,0.488,8,133742,0.0460415568,0.242,1,audio_features,7rDlF3sVYnRbbPrkrrmdu7,Sleepy,Teej,Jesse Brown,Teej
6589,0.0028,0.113,68.965,0.0573,0.996,0.932,4,0.446,9,178500,0.01754284394,0.208,1,audio_features,3rkfPXBvaNLZNzwrWZ0Dmd,Sleepy,Oculis,Donna Vellema,Oculis
6590,0.0236,0.167,77.75,0.0485,0.996,0.962,3,0.512,7,140375,0.05853289438,0.447,0,audio_features,3WZLdoZGzlSWEUXnmqUq26,Sleepy,Zéphyrine,Elliot Ziegler,Zéphyrine
6591,0.0416,0.0765,179.491,0.0393,0.995,0.933,3,0.309,0,126670,0.04438640791,0.0412,1,audio_features,5efmTcG1xyKUGP6UMBx6x3,Sleepy,I Will Wait,Alina Linnéa,I Will Wait
6592,0.0661,0.113,120.707,0.0502,0.993,0.965,4,0.404,10,125983,0.0776604674,0.248,1,audio_features,0CYn7dOi4SC9Eyd7CUpAd2,Sleepy,Holding on to Forever,Goratie,Holding on to Forever
6593,0.0765,0.101,181.888,0.0304,0.993,0.875,4,0.259,1,130790,0.03817684195,0.0723,1,audio_features,4xIT4AwXEX2r2P5ATQZx2I,Sleepy,"Evenings on Instagram, Pt. III",Jef Martens,I Will Walk You Home
6594,0.0147,0.103,67.676,0.035,0.993,0.949,3,0.265,8,192000,0.02531628639,0.0745,0,audio_features,53Mz4V3XL02YupbVnJKfMl,Sleepy,Close your eyes,Koby Laver,Close your eyes
6595,0.00736,0.108,77.256,0.0436,0.982,0.937,5,0.341,7,119947,0.07827985274,0.0377,1,audio_features,5PcP4bmY5dSL9jfWhTVVjB,Sleepy,Weightless Again,Rannar Sillard,On a Clear Day
6596,0.0487,0.183,117.282,0.0686,0.995,0.955,4,0.566,3,161500,0.04868554097,0.5,1,audio_features,5nMCc0SycqedcfvUZ3qWay,Sleepy,Tenderly,Miso Miso,Midsummer´s Eve
6597,0.00749,0.0761,71.061,0.0352,0.996,0.931,4,0.212,2,177250,0.03320855664,0.0985,0,audio_features,4CVtPhfKMyA8ST6ZQhJvZY,Sleepy,Catastrophically in love with you,Elsa Greeve,Catastrophically in love with you
6598,0.00264,0.103,48.54,0.0463,0.995,0.923,4,0.435,11,133158,0.03269640468,0.261,1,audio_features,5BRBfTf0rRIfJgXVacS6cL,Sleepy,Scared To Lose Someone,Bryn Williams,Scared To Lose Someone
